record_00001 value_037
record_31420 value_540
record_31421 value_577
record_31422 value_614
record_31423 value_651
record_31424 value_688
record_31425 value_725
record_31426 value_762
record_31427 value_799
record_31428 value_836
record_31429 value_873
record_31430 value_910
record_31431 value_947
record_31432 value_984
record_31433 value_021
record_31434 value_058
record_31435 value_095
record_31436 value_132
record_31437 value_169
record_31438 value_206
record_31439 value_243
record_31440 value_280
record_31441 value_317
record_31442 value_354
record_31443 value_391
record_31444 value_428
record_31445 value_465
record_31446 value_502
record_31447 value_539
record_31448 value_576
record_31449 value_613
record_31450 value_650
record_31451 value_687
record_31452 value_724
record_31453 value_761
record_31454 value_798
record_31455 value_835
record_31456 value_872
record_31457 value_909
record_31458 value_946
record_31459 value_983
record_31460 value_020
record_31461 value_057
record_31462 value_094
record_31463 value_131
record_31464 value_168
record_31465 value_205
record_31466 value_242
record_31467 value_279
record_31468 value_316
record_31469 value_353
record_31470 value_390
record_31471 value_427
record_31472 value_464
record_31473 value_501
record_31474 value_538
record_31475 value_575
record_31476 value_612
record_31477 value_649
record_31478 value_686
record_31479 value_723
record_31480 value_760
record_31481 value_797
record_31482 value_834
record_31483 value_871
record_31484 value_908
record_31485 value_945
record_31486 value_982
record_31487 value_019
record_31488 value_056
record_31489 value_093
record_31490 value_130
record_31491 value_167
record_31492 value_204
record_31493 value_241
record_31494 value_278
record_31495 value_315
record_31496 value_352
record_31497 value_389
record_31498 value_426
record_31499 value_463
record_31500 value_500
record_31501 value_537
record_31502 value_574
record_31503 value_611
record_31504 value_648
record_31505 value_685
record_31506 value_722
record_31507 value_759
record_31508 value_796
record_31509 value_833
record_31510 value_870
record_31511 value_907
record_31512 value_944
record_31513 value_981
record_31514 value_018
record_31515 value_055
record_31516 value_092
record_31517 value_129
record_31518 value_166
record_31519 value_203
record_31520 value_240
record_31521 value_277
record_31522 value_314
record_31523 value_351
record_31524 value_388
record_31525 value_425
record_31526 value_462
record_31527 value_499
record_31528 value_536
record_31529 value_573
record_31530 value_610
record_31531 value_647
record_31532 value_684
record_31533 value_721
record_31534 value_758
record_31535 value_795
record_31536 value_832
record_31537 value_869
record_31538 value_906
record_31539 value_943
record_31540 value_980
record_31541 value_017
record_31542 value_054
record_31543 value_091
record_31544 value_128
record_31545 value_165
record_31546 value_202
record_31547 value_239
record_31548 value_276
record_31549 value_313
record_31550 value_350
record_31551 value_387
record_31552 value_424
record_31553 value_461
record_31554 value_498
record_31555 value_535
record_31556 value_572
record_31557 value_609
record_31558 value_646
record_31559 value_683
record_31560 value_720
record_31561 value_757
record_31562 value_794
record_31563 value_831
record_31564 value_868
record_31565 value_905
record_31566 value_942
record_31567 value_979
record_31568 value_016
record_31569 value_053
record_31570 value_090
record_31571 value_127
record_31572 value_164
record_31573 value_201
record_31574 value_238
record_31575 value_275
record_31576 value_312
record_31577 value_349
record_31578 value_386
record_31579 value_423
record_31580 value_460
record_31581 value_497
record_31582 value_534
record_31583 value_571
record_31584 value_608
record_31585 value_645
record_31586 value_682
record_31587 value_719
record_31588 value_756
record_31589 value_793
record_31590 value_830
record_31591 value_867
record_31592 value_904
record_31593 value_941
record_31594 value_978
record_31595 value_015
record_31596 value_052
record_31597 value_089
record_31598 value_126
record_31599 value_163
record_31600 value_200
record_31601 value_237
record_31602 value_274
record_31603 value_311
record_31604 value_348
record_31605 value_385
record_31606 value_422
record_31607 value_459
record_31608 value_496
record_31609 value_533
record_31610 value_570
record_31611 value_607
record_31612 value_644
record_31613 value_681
record_31614 value_718
record_31615 value_755
record_31616 value_792
record_31617 value_829
record_31618 value_866
record_31619 value_903
record_31620 value_940
record_31621 value_977
record_31622 value_014
record_31623 value_051
record_31624 value_088
record_31625 value_125
record_31626 value_162
record_31627 value_199
record_31628 value_236
record_31629 value_273
record_31630 value_310
record_31631 value_347
record_31632 value_384
record_31633 value_421
record_31634 value_458
record_31635 value_495
record_31636 value_532
record_31637 value_569
record_31638 value_606
record_31639 value_643
record_31640 value_680
record_31641 value_717
record_31642 value_754
record_31643 value_791
record_31644 value_828
record_31645 value_865
record_31646 value_902
record_31647 value_939
record_31648 value_976
record_31649 value_013
record_31650 value_050
record_31651 value_087
record_31652 value_124
record_31653 value_161
record_31654 value_198
record_31655 value_235
record_31656 value_272
record_31657 value_309
record_31658 value_346
record_31659 value_383
record_31660 value_420
record_31661 value_457
record_31662 value_494
record_31663 value_531
record_31664 value_568
record_31665 value_605
record_31666 value_642
record_31667 value_679
record_31668 value_716
record_31669 value_753
record_31670 value_790
record_31671 value_827
record_31672 value_864
record_31673 value_901
record_31674 value_938
record_31675 value_975
record_31676 value_012
record_31677 value_049
record_31678 value_086
record_31679 value_123
record_31680 value_160
record_31681 value_197
record_31682 value_234
record_31683 value_271
record_31684 value_308
record_31685 value_345
record_31686 value_382
record_31687 value_419
record_31688 value_456
record_31689 value_493
record_31690 value_530
record_31691 value_567
record_31692 value_604
record_31693 value_641
record_31694 value_678
record_31695 value_715
record_31696 value_752
record_31697 value_789
record_31698 value_826
record_31699 value_863
record_31700 value_900
record_31701 value_937
record_31702 value_974
record_31703 value_011
record_31704 value_048
record_31705 value_085
record_31706 value_122
record_31707 value_159
record_31708 value_196
record_31709 value_233
record_31710 value_270
record_31711 value_307
record_31712 value_344
record_31713 value_381
record_31714 value_418
record_31715 value_455
record_31716 value_492
record_31717 value_529
record_31718 value_566
record_31719 value_603
record_31720 value_640
record_31721 value_677
record_31722 value_714
record_31723 value_751
record_31724 value_788
record_31725 value_825
record_31726 value_862
record_31727 value_899
record_31728 value_936
record_31729 value_973
record_31730 value_010
record_31731 value_047
record_31732 value_084
record_31733 value_121
record_31734 value_158
record_31735 value_195
record_31736 value_232
record_31737 value_269
record_31738 value_306
record_31739 value_343
record_31740 value_380
record_31741 value_417
record_31742 value_454
record_31743 value_491
record_31744 value_528
record_31745 value_565
record_31746 value_602
record_31747 value_639
record_31748 value_676
record_31749 value_713
record_31750 value_750
record_31751 value_787
record_31752 value_824
record_31753 value_861
record_31754 value_898
record_31755 value_935
record_31756 value_972
record_31757 value_009
record_31758 value_046
record_31759 value_083
record_31760 value_120
record_31761 value_157
record_31762 value_194
record_31763 value_231
record_31764 value_268
record_31765 value_305
record_31766 value_342
record_31767 value_379
record_31768 value_416
record_31769 value_453
record_31770 value_490
record_31771 value_527
record_31772 value_564
record_31773 value_601
record_31774 value_638
record_31775 value_675
record_31776 value_712
record_31777 value_749
record_31778 value_786
record_31779 value_823
record_31780 value_860
record_31781 value_897
record_31782 value_934
record_31783 value_971
record_31784 value_008
record_31785 value_045
record_31786 value_082
record_31787 value_119
record_31788 value_156
record_31789 value_193
record_31790 value_230
record_31791 value_267
record_31792 value_304
record_31793 value_341
record_31794 value_378
record_31795 value_415
record_31796 value_452
record_31797 value_489
record_31798 value_526
record_31799 value_563
record_31800 value_600
record_31801 value_637
record_31802 value_674
record_31803 value_711
record_31804 value_748
record_31805 value_785
record_31806 value_822
record_31807 value_859
record_31808 value_896
record_31809 value_933
record_31810 value_970
record_31811 value_007
record_31812 value_044
record_31813 value_081
record_31814 value_118
record_31815 value_155
record_31816 value_192
record_31817 value_229
record_31818 value_266
record_31819 value_303
record_31820 value_340
record_31821 value_377
record_31822 value_414
record_31823 value_451
record_31824 value_488
record_31825 value_525
record_31826 value_562
record_31827 value_599
record_31828 value_636
record_31829 value_673
record_31830 value_710
record_31831 value_747
record_31832 value_784
record_31833 value_821
record_31834 value_858
record_31835 value_895
record_31836 value_932
record_31837 value_969
record_31838 value_006
record_31839 value_043
record_31840 value_080
record_31841 value_117
record_31842 value_154
record_31843 value_191
record_31844 value_228
record_31845 value_265
record_31846 value_302
record_31847 value_339
record_31848 value_376
record_31849 value_413
record_31850 value_450
record_31851 value_487
record_31852 value_524
record_31853 value_561
record_31854 value_598
record_31855 value_635
record_31856 value_672
record_31857 value_709
record_31858 value_746
record_31859 value_783
record_31860 value_820
record_31861 value_857
record_31862 value_894
record_31863 value_931
record_31864 value_968
record_31865 value_005
record_31866 value_042
record_31867 value_079
record_31868 value_116
record_31869 value_153
record_31870 value_190
record_31871 value_227
record_31872 value_264
record_31873 value_301
record_31874 value_338
record_31875 value_375
record_31876 value_412
record_31877 value_449
record_31878 value_486
record_31879 value_523
record_31880 value_560
record_31881 value_597
record_31882 value_634
record_31883 value_671
record_31884 value_708
record_31885 value_745
record_31886 value_782
record_31887 value_819
record_31888 value_856
record_31889 value_893
record_31890 value_930
record_31891 value_967
record_31892 value_004
record_31893 value_041
record_31894 value_078
record_31895 value_115
record_31896 value_152
record_31897 value_189
record_31898 value_226
record_31899 value_263
record_31900 value_300
record_31901 value_337
record_31902 value_374
record_31903 value_411
record_31904 value_448
record_31905 value_485
record_31906 value_522
record_31907 value_559
record_31908 value_596
record_31909 value_633
record_31910 value_670
record_31911 value_707
record_31912 value_744
record_31913 value_781
record_31914 value_818
record_31915 value_855
record_31916 value_892
record_31917 value_929
record_31918 value_966
record_31919 value_003
record_31920 value_040
record_31921 value_077
record_31922 value_114
record_31923 value_151
record_31924 value_188
record_31925 value_225
record_31926 value_262
record_31927 value_299
record_31928 value_336
record_31929 value_373
record_31930 value_410
record_31931 value_447
record_31932 value_484
record_31933 value_521
record_31934 value_558
record_31935 value_595
record_31936 value_632
record_31937 value_669
record_31938 value_706
record_31939 value_743
record_31940 value_780
record_31941 value_817
record_31942 value_854
record_31943 value_891
record_31944 value_928
record_31945 value_965
record_31946 value_002
record_31947 value_039
record_31948 value_076
record_31949 value_113
record_31950 value_150
record_31951 value_187
record_31952 value_224
record_31953 value_261
record_31954 value_298
record_31955 value_335
record_31956 value_372
record_31957 value_409
record_31958 value_446
record_31959 value_483
record_31960 value_520
record_31961 value_557
record_31962 value_594
record_31963 value_631
record_31964 value_668
record_31965 value_705
record_31966 value_742
record_31967 value_779
record_31968 value_816
record_31969 value_853
record_31970 value_890
record_31971 value_927
record_31972 value_964
record_31973 value_001
record_31974 value_038
record_31975 value_075
record_31976 value_112
record_31977 value_149
record_31978 value_186
record_31979 value_223
record_31980 value_260
record_31981 value_297
record_31982 value_334
record_31983 value_371
record_31984 value_408
record_31985 value_445
record_31986 value_482
record_31987 value_519
record_31988 value_556
record_31989 value_593
record_31990 value_630
record_31991 value_667
record_31992 value_704
record_31993 value_741
record_31994 value_778
record_31995 value_815
record_31996 value_852
record_31997 value_889
record_31998 value_926
record_31999 value_963
record_32000 value_000
record_32001 value_037
record_32002 value_074
record_32003 value_111
record_32004 value_148
record_32005 value_185
record_32006 value_222
record_32007 value_259
record_32008 value_296
record_32009 value_333
record_32010 value_370
record_32011 value_407
record_32012 value_444
record_32013 value_481
record_32014 value_518
record_32015 value_555
record_32016 value_592
record_32017 value_629
record_32018 value_666
record_32019 value_703
record_32020 value_740
record_32021 value_777
record_32022 value_814
record_32023 value_851
record_32024 value_888
record_32025 value_925
record_32026 value_962
record_32027 value_999
record_32028 value_036
record_32029 value_073
record_32030 value_110
record_32031 value_147
record_32032 value_184
record_32033 value_221
record_32034 value_258
record_32035 value_295
record_32036 value_332
record_32037 value_369
record_32038 value_406
record_32039 value_443
record_32040 value_480
record_32041 value_517
record_32042 value_554
record_32043 value_591
record_32044 value_628
record_32045 value_665
record_32046 value_702
record_32047 value_739
record_32048 value_776
record_32049 value_813
record_32050 value_850
record_32051 value_887
record_32052 value_924
record_32053 value_961
record_32054 value_998
record_32055 value_035
record_32056 value_072
record_32057 value_109
record_32058 value_146
record_32059 value_183
record_32060 value_220
record_32061 value_257
record_32062 value_294
record_32063 value_331
record_32064 value_368
record_32065 value_405
record_32066 value_442
record_32067 value_479
record_32068 value_516
record_32069 value_553
record_32070 value_590
record_32071 value_627
record_32072 value_664
record_32073 value_701
record_32074 value_738
record_32075 value_775
record_32076 value_812
record_32077 value_849
record_32078 value_886
record_32079 value_923
record_32080 value_960
record_32081 value_997
record_32082 value_034
record_32083 value_071
record_32084 value_108
record_32085 value_145
record_32086 value_182
record_32087 value_219
record_32088 value_256
record_32089 value_293
record_32090 value_330
record_32091 value_367
record_32092 value_404
record_32093 value_441
record_32094 value_478
record_32095 value_515
record_32096 value_552
record_32097 value_589
record_32098 value_626
record_32099 value_663
record_32100 value_700
record_32101 value_737
record_32102 value_774
record_32103 value_811
record_32104 value_848
record_32105 value_885
record_32106 value_922
record_32107 value_959
record_32108 value_996
record_32109 value_033
record_32110 value_070
record_32111 value_107
record_32112 value_144
record_32113 value_181
record_32114 value_218
record_32115 value_255
record_32116 value_292
record_32117 value_329
record_32118 value_366
record_32119 value_403
record_32120 value_440
record_32121 value_477
record_32122 value_514
record_32123 value_551
record_32124 value_588
record_32125 value_625
record_32126 value_662
record_32127 value_699
record_32128 value_736
record_32129 value_773
record_32130 value_810
record_32131 value_847
record_32132 value_884
record_32133 value_921
record_32134 value_958
record_32135 value_995
record_32136 value_032
record_32137 value_069
record_32138 value_106
record_32139 value_143
record_32140 value_180
record_32141 value_217
record_32142 value_254
record_32143 value_291
record_32144 value_328
record_32145 value_365
record_32146 value_402
record_32147 value_439
record_32148 value_476
record_32149 value_513
record_32150 value_550
record_32151 value_587
record_32152 value_624
record_32153 value_661
record_32154 value_698
record_32155 value_735
record_32156 value_772
record_32157 value_809
record_32158 value_846
record_32159 value_883
record_32160 value_920
record_32161 value_957
record_32162 value_994
record_32163 value_031
record_32164 value_068
record_32165 value_105
record_32166 value_142
record_32167 value_179
record_32168 value_216
record_32169 value_253
record_32170 value_290
record_32171 value_327
record_32172 value_364
record_32173 value_401
record_32174 value_438
record_32175 value_475
record_32176 value_512
record_32177 value_549
record_32178 value_586
record_32179 value_623
record_32180 value_660
record_32181 value_697
record_32182 value_734
record_32183 value_771
record_32184 value_808
record_32185 value_845
record_32186 value_882
record_32187 value_919
record_32188 value_956
record_32189 value_993
record_32190 value_030
record_32191 value_067
record_32192 value_104
record_32193 value_141
record_32194 value_178
record_32195 value_215
record_32196 value_252
record_32197 value_289
record_32198 value_326
record_32199 value_363
record_32200 value_400
record_32201 value_437
record_32202 value_474
record_32203 value_511
record_32204 value_548
record_32205 value_585
record_32206 value_622
record_32207 value_659
record_32208 value_696
record_32209 value_733
record_32210 value_770
record_32211 value_807
record_32212 value_844
record_32213 value_881
record_32214 value_918
record_32215 value_955
record_32216 value_992
record_32217 value_029
record_32218 value_066
record_32219 value_103
record_32220 value_140
record_32221 value_177
record_32222 value_214
record_32223 value_251
record_32224 value_288
record_32225 value_325
record_32226 value_362
record_32227 value_399
record_32228 value_436
record_32229 value_473
record_32230 value_510
record_32231 value_547
record_32232 value_584
record_32233 value_621
record_32234 value_658
record_32235 value_695
record_32236 value_732
record_32237 value_769
record_32238 value_806
record_32239 value_843
record_32240 value_880
record_32241 value_917
record_32242 value_954
record_32243 value_991
record_32244 value_028
record_32245 value_065
record_32246 value_102
record_32247 value_139
record_32248 value_176
record_32249 value_213
record_32250 value_250
record_32251 value_287
record_32252 value_324
record_32253 value_361
record_32254 value_398
record_32255 value_435
record_32256 value_472
record_32257 value_509
record_32258 value_546
record_32259 value_583
record_32260 value_620
record_32261 value_657
record_32262 value_694
record_32263 value_731
record_32264 value_768
record_32265 value_805
record_32266 value_842
record_32267 value_879
record_32268 value_916
record_32269 value_953
record_32270 value_990
record_32271 value_027
record_32272 value_064
record_32273 value_101
record_32274 value_138
record_32275 value_175
record_32276 value_212
record_32277 value_249
record_32278 value_286
record_32279 value_323
record_32280 value_360
record_32281 value_397
record_32282 value_434
record_32283 value_471
record_32284 value_508
record_32285 value_545
record_32286 value_582
record_32287 value_619
record_32288 value_656
record_32289 value_693
record_32290 value_730
record_32291 value_767
record_32292 value_804
record_32293 value_841
record_32294 value_878
record_32295 value_915
record_32296 value_952
record_32297 value_989
record_32298 value_026
record_32299 value_063
record_32300 value_100
record_32301 value_137
record_32302 value_174
record_32303 value_211
record_32304 value_248
record_32305 value_285
record_32306 value_322
record_32307 value_359
record_32308 value_396
record_32309 value_433
record_32310 value_470
record_32311 value_507
record_32312 value_544
record_32313 value_581
record_32314 value_618
record_32315 value_655
record_32316 value_692
record_32317 value_729
record_32318 value_766
record_32319 value_803
record_32320 value_840
record_32321 value_877
record_32322 value_914
record_32323 value_951
record_32324 value_988
record_32325 value_025
record_32326 value_062
record_32327 value_099
record_32328 value_136
record_32329 value_173
record_32330 value_210
record_32331 value_247
record_32332 value_284
record_32333 value_321
record_32334 value_358
record_32335 value_395
record_32336 value_432
record_32337 value_469
record_32338 value_506
record_32339 value_543
record_32340 value_580
record_32341 value_617
record_32342 value_654
record_32343 value_691
record_32344 value_728
record_32345 value_765
record_32346 value_802
record_32347 value_839
record_32348 value_876
record_32349 value_913
record_32350 value_950
record_32351 value_987
record_32352 value_024
record_32353 value_061
record_32354 value_098
record_32355 value_135
record_32356 value_172
record_32357 value_209
record_32358 value_246
record_32359 value_283
record_32360 value_320
record_32361 value_357
record_32362 value_394
record_32363 value_431
record_32364 value_468
record_32365 value_505
record_32366 value_542
record_32367 value_579
record_32368 value_616
record_32369 value_653
record_32370 value_690
record_32371 value_727
record_32372 value_764
record_32373 value_801
record_32374 value_838
record_32375 value_875
record_32376 value_912
record_32377 value_949
record_32378 value_986
record_32379 value_023
record_32380 value_060
record_32381 value_097
record_32382 value_134
record_32383 value_171
record_32384 value_208
record_32385 value_245
record_32386 value_282
record_32387 value_319
record_32388 value_356
record_32389 value_393
record_32390 value_430
record_32391 value_467
record_32392 value_504
record_32393 value_541
record_32394 value_578
record_32395 value_615
record_32396 value_652
record_32397 value_689
record_32398 value_726
record_32399 value_763
record_32400 value_800
record_32401 value_837
record_32402 value_874
record_32403 value_911
record_32404 value_948
record_32405 value_985
record_32406 value_022
record_32407 value_059
record_32408 value_096
record_32409 value_133
record_32410 value_170
record_32411 value_207
record_32412 value_244
record_32413 value_281
record_32414 value_318
record_32415 value_355
record_32416 value_392
record_32417 value_429
record_32418 value_466
record_32419 value_503
record_32420 value_540
record_32421 value_577
record_32422 value_614
record_32423 value_651
record_32424 value_688
record_32425 value_725
record_32426 value_762
record_32427 value_799
record_32428 value_836
record_32429 value_873
record_32430 value_910
record_32431 value_947
record_32432 value_984
record_32433 value_021
record_32434 value_058
record_32435 value_095
record_32436 value_132
record_32437 value_169
record_32438 value_206
record_32439 value_243
record_32440 value_280
record_32441 value_317
record_32442 value_354
record_32443 value_391
record_32444 value_428
record_32445 value_465
record_32446 value_502
record_32447 value_539
record_32448 value_576
record_32449 value_613
record_32450 value_650
record_32451 value_687
record_32452 value_724
record_32453 value_761
record_32454 value_798
record_32455 value_835
record_32456 value_872
record_32457 value_909
record_32458 value_946
record_32459 value_983
record_32460 value_020
record_32461 value_057
record_32462 value_094
record_32463 value_131
record_32464 value_168
record_32465 value_205
record_32466 value_242
record_32467 value_279
record_32468 value_316
record_32469 value_353
record_32470 value_390
record_32471 value_427
record_32472 value_464
record_32473 value_501
record_32474 value_538
record_32475 value_575
record_32476 value_612
record_32477 value_649
record_32478 value_686
record_32479 value_723
record_32480 value_760
record_32481 value_797
record_32482 value_834
record_32483 value_871
record_32484 value_908
record_32485 value_945
record_32486 value_982
record_32487 value_019
record_32488 value_056
record_32489 value_093
record_32490 value_130
record_32491 value_167
record_32492 value_204
record_32493 value_241
record_32494 value_278
record_32495 value_315
record_32496 value_352
record_32497 value_389
record_32498 value_426
record_32499 value_463
record_32500 value_500
record_32501 value_537
record_32502 value_574
record_32503 value_611
record_32504 value_648
record_32505 value_685
record_32506 value_722
record_32507 value_759
record_32508 value_796
record_32509 value_833
record_32510 value_870
record_32511 value_907
record_32512 value_944
record_32513 value_981
record_32514 value_018
record_32515 value_055
record_32516 value_092
record_32517 value_129
record_32518 value_166
record_32519 value_203
record_32520 value_240
record_32521 value_277
record_32522 value_314
record_32523 value_351
record_32524 value_388
record_32525 value_425
record_32526 value_462
record_32527 value_499
record_32528 value_536
record_32529 value_573
record_32530 value_610
record_32531 value_647
record_32532 value_684
record_32533 value_721
record_32534 value_758
record_32535 value_795
record_32536 value_832
record_32537 value_869
record_32538 value_906
record_32539 value_943
record_32540 value_980
record_32541 value_017
record_32542 value_054
record_32543 value_091
record_32544 value_128
record_32545 value_165
record_32546 value_202
record_32547 value_239
record_32548 value_276
record_32549 value_313
record_32550 value_350
record_32551 value_387
record_32552 value_424
record_32553 value_461
record_32554 value_498
record_32555 value_535
record_32556 value_572
record_32557 value_609
record_32558 value_646
record_32559 value_683
record_32560 value_720
record_32561 value_757
record_32562 value_794
record_32563 value_831
record_32564 value_868
record_32565 value_905
record_32566 value_942
record_32567 value_979
record_32568 value_016
record_32569 value_053
record_32570 value_090
record_32571 value_127
record_32572 value_164
record_32573 value_201
record_32574 value_238
record_32575 value_275
record_32576 value_312
record_32577 value_349
record_32578 value_386
record_32579 value_423
record_32580 value_460
record_32581 value_497
record_32582 value_534
record_32583 value_571
record_32584 value_608
record_32585 value_645
record_32586 value_682
record_32587 value_719
record_32588 value_756
record_32589 value_793
record_32590 value_830
record_32591 value_867
record_32592 value_904
record_32593 value_941
record_32594 value_978
record_32595 value_015
record_32596 value_052
record_32597 value_089
record_32598 value_126
record_32599 value_163
record_32600 value_200
record_32601 value_237
record_32602 value_274
record_32603 value_311
record_32604 value_348
record_32605 value_385
record_32606 value_422
record_32607 value_459
record_32608 value_496
record_32609 value_533
record_32610 value_570
record_32611 value_607
record_32612 value_644
record_32613 value_681
record_32614 value_718
record_32615 value_755
record_32616 value_792
record_32617 value_829
record_32618 value_866
record_32619 value_903
record_32620 value_940
record_32621 value_977
record_32622 value_014
record_32623 value_051
record_32624 value_088
record_32625 value_125
record_32626 value_162
record_32627 value_199
record_32628 value_236
record_32629 value_273
record_32630 value_310
record_32631 value_347
record_32632 value_384
record_32633 value_421
record_32634 value_458
record_32635 value_495
record_32636 value_532
record_32637 value_569
record_32638 value_606
record_32639 value_643
record_32640 value_680
record_32641 value_717
record_32642 value_754
record_32643 value_791
record_32644 value_828
record_32645 value_865
record_32646 value_902
record_32647 value_939
record_32648 value_976
record_32649 value_013
record_32650 value_050
record_32651 value_087
record_32652 value_124
record_32653 value_161
record_32654 value_198
record_32655 value_235
record_32656 value_272
record_32657 value_309
record_32658 value_346
record_32659 value_383
record_32660 value_420
record_32661 value_457
record_32662 value_494
record_32663 value_531
record_32664 value_568
record_32665 value_605
record_32666 value_642
record_32667 value_679
record_32668 value_716
record_32669 value_753
record_32670 value_790
record_32671 value_827
record_32672 value_864
record_32673 value_901
record_32674 value_938
record_32675 value_975
record_32676 value_012
record_32677 value_049
record_32678 value_086
record_32679 value_123
record_32680 value_160
record_32681 value_197
record_32682 value_234
record_32683 value_271
record_32684 value_308
record_32685 value_345
record_32686 value_382
record_32687 value_419
record_32688 value_456
record_32689 value_493
record_32690 value_530
record_32691 value_567
record_32692 value_604
record_32693 value_641
record_32694 value_678
record_32695 value_715
record_32696 value_752
record_32697 value_789
record_32698 value_826
record_32699 value_863
record_32700 value_900
record_32701 value_937
record_32702 value_974
record_32703 value_011
record_32704 value_048
record_32705 value_085
record_32706 value_122
record_32707 value_159
record_32708 value_196
record_32709 value_233
record_32710 value_270
record_32711 value_307
record_32712 value_344
record_32713 value_381
record_32714 value_418
record_32715 value_455
record_32716 value_492
record_32717 value_529
record_32718 value_566
record_32719 value_603
record_32720 value_640
record_32721 value_677
record_32722 value_714
record_32723 value_751
record_32724 value_788
record_32725 value_825
record_32726 value_862
record_32727 value_899
record_32728 value_936
record_32729 value_973
record_32730 value_010
record_32731 value_047
record_32732 value_084
record_32733 value_121
record_32734 value_158
record_32735 value_195
record_32736 value_232
record_32737 value_269
record_32738 value_306
record_32739 value_343
record_32740 value_380
record_32741 value_417
record_32742 value_454
record_32743 value_491
record_32744 value_528
record_32745 value_565
record_32746 value_602
record_32747 value_639
record_32748 value_676
record_32749 value_713
record_32750 value_750
record_32751 value_787
record_32752 value_824
record_32753 value_861
record_32754 value_898
record_32755 value_935
record_32756 value_972
record_32757 value_009
record_32758 value_046
record_32759 value_083
record_32760 value_120
record_32761 value_157
record_32762 value_194
record_32763 value_231
record_32764 value_268
record_32765 value_305
record_32766 value_342
record_32767 value_379
record_32768 value_416
record_32769 value_453
record_32770 value_490
record_32771 value_527
record_32772 value_564
record_32773 value_601
record_32774 value_638
record_32775 value_675
record_32776 value_712
record_32777 value_749
record_32778 value_786
record_32779 value_823
record_32780 value_860
record_32781 value_897
record_32782 value_934
record_32783 value_971
record_32784 value_008
record_32785 value_045
record_32786 value_082
record_32787 value_119
record_32788 value_156
record_32789 value_193
record_32790 value_230
record_32791 value_267
record_32792 value_304
record_32793 value_341
record_32794 value_378
record_32795 value_415
record_32796 value_452
record_32797 value_489
record_32798 value_526
record_32799 value_563
record_32800 value_600
record_32801 value_637
record_32802 value_674
record_32803 value_711
record_32804 value_748
record_32805 value_785
record_32806 value_822
record_32807 value_859
record_32808 value_896
record_32809 value_933
record_32810 value_970
record_32811 value_007
record_32812 value_044
record_32813 value_081
record_32814 value_118
record_32815 value_155
record_32816 value_192
record_32817 value_229
record_32818 value_266
record_32819 value_303
record_32820 value_340
record_32821 value_377
record_32822 value_414
record_32823 value_451
record_32824 value_488
record_32825 value_525
record_32826 value_562
record_32827 value_599
record_32828 value_636
record_32829 value_673
record_32830 value_710
record_32831 value_747
record_32832 value_784
record_32833 value_821
record_32834 value_858
record_32835 value_895
record_32836 value_932
record_32837 value_969
record_32838 value_006
record_32839 value_043
record_32840 value_080
record_32841 value_117
record_32842 value_154
record_32843 value_191
record_32844 value_228
record_32845 value_265
record_32846 value_302
record_32847 value_339
record_32848 value_376
record_32849 value_413
record_32850 value_450
record_32851 value_487
record_32852 value_524
record_32853 value_561
record_32854 value_598
record_32855 value_635
record_32856 value_672
record_32857 value_709
record_32858 value_746
record_32859 value_783
record_32860 value_820
record_32861 value_857
record_32862 value_894
record_32863 value_931
record_32864 value_968
record_32865 value_005
record_32866 value_042
record_32867 value_079
record_32868 value_116
record_32869 value_153
record_32870 value_190
record_32871 value_227
record_32872 value_264
record_32873 value_301
record_32874 value_338
record_32875 value_375
record_32876 value_412
record_32877 value_449
record_32878 value_486
record_32879 value_523
record_32880 value_560
record_32881 value_597
record_32882 value_634
record_32883 value_671
record_32884 value_708
record_32885 value_745
record_32886 value_782
record_32887 value_819
record_32888 value_856
record_32889 value_893
record_32890 value_930
record_32891 value_967
record_32892 value_004
record_32893 value_041
record_32894 value_078
record_32895 value_115
record_32896 value_152
record_32897 value_189
record_32898 value_226
record_32899 value_263
record_32900 value_300
record_32901 value_337
record_32902 value_374
record_32903 value_411
record_32904 value_448
record_32905 value_485
record_32906 value_522
record_32907 value_559
record_32908 value_596
record_32909 value_633
record_32910 value_670
record_32911 value_707
record_32912 value_744
record_32913 value_781
record_32914 value_818
record_32915 value_855
record_32916 value_892
record_32917 value_929
record_32918 value_966
record_32919 value_003
record_32920 value_040
record_32921 value_077
record_32922 value_114
record_32923 value_151
record_32924 value_188
record_32925 value_225
record_32926 value_262
record_32927 value_299
record_32928 value_336
record_32929 value_373
record_32930 value_410
record_32931 value_447
record_32932 value_484
record_32933 value_521
record_32934 value_558
record_32935 value_595
record_32936 value_632
record_32937 value_669
record_32938 value_706
record_32939 value_743
record_32940 value_780
record_32941 value_817
record_32942 value_854
record_32943 value_891
record_32944 value_928
record_32945 value_965
record_32946 value_002
record_32947 value_039
record_32948 value_076
record_32949 value_113
record_32950 value_150
record_32951 value_187
record_32952 value_224
record_32953 value_261
record_32954 value_298
record_32955 value_335
record_32956 value_372
record_32957 value_409
record_32958 value_446
record_32959 value_483
record_32960 value_520
record_32961 value_557
record_32962 value_594
record_32963 value_631
record_32964 value_668
record_32965 value_705
record_32966 value_742
record_32967 value_779
record_32968 value_816
record_32969 value_853
record_32970 value_890
record_32971 value_927
record_32972 value_964
record_32973 value_001
